Pelicula,Año de estreno,Ganancia
Blow Out,1981,-1033160.6833999999
Flashbacks of a Fool,2008,151.53267423
The Scarlet Letter,1995,48079237.280000016
El Cid,1961,71865658.162
This Must Be the Place,2011,53701329.83
Do the Right Thing,1989,-112614267.191
Sweeney Todd,2006,8139301.1999999955
Breaking Away,1979,16730629.209999997
Learning to Drive,2015,182593749.59
The Chosen One,2010,77320022.22
Fido,2006,-6985692.639999999
Staying Alive,1983,53011191.81000002
Elsa & Fred,2014,-9214849.81
La HabitaciÃ³n de Fermat,2007,31151202.21
Doctor Zhivago,2002,-45304311.59000002
Puppet Master,1989,80305977.23
Luxo Jr.,1986,83813066.41999999
The Ipcress File,1965,60535198.88999999
Street Kings 2: Motor City,2011,-9698091.149999999
13 Eerie,2013,-78592159.66
A Band Called Death,2013,12703420.490000002
Bulworth,1998,99070071.84
All the Boys Love Mandy Lane,2008,16730646.18
The Reluctant Fundamentalist,2013,16398059.849999998
John Doe: Vigilante,2014,108937060.13
The Meerkats,2008,-28036368.080000002
Eros,2004,-9196317.974000001
Celeste & Jesse Forever,2012,317341825.99
Holy Smoke,1999,48761160.99
The Truth About Emanuel,2013,-22015988.28
Waxwork,1988,-21294686.680000003
One Two Three,1961,-20533305.310000002
Deathwatch,2002,-8798918.120000005
The Butcher Boy,1997,26405247.349999994
Flowers in the Attic,2014,-13321479.85
PionÃ©r,2013,-45717960.589999996
Nashville,1975,91931304.49
The New Daughter,2009,32540343.45
Hawaiian Vacation,2011,-28852406.69
Love's Kitchen,2011,-20605100.270000003
Nowhere Boy,2009,-6203571.910000004
Queen - Rock Montreal,1981,-2819569.6800000034
The Dark Horse,2014,28072990.5
The Big Bounce,2004,18823890.669999994
Prayers for Bobby,2009,67398147.61999999
Varsity Blues,1999,-4876569.969999999
Patrick,2013,3653519.4499999955
Wing Commander,1999,59571773.519999996
Wyrmwood: Road Of The Dead,2014,-60705161.53999999
Sharknado 3: Oh Hell No!,2015,-27982788.557000004
Little Birds,2011,15508803.080000002
Me Without You,2001,29900251.490000002
Bug,2006,-21000370.2295
The Hoarder,2015,46029582.09
Kites,2010,7435704.681
The Sand Pebbles,1966,23472668.231
The Cake Eaters,2007,13174354.950000001
Nasty Baby,2015,-5118816.160999999
Pawn,2013,-11396899.718
Against the Sun,2014,-13836295.73
Red Dragon,2002,-423955.6914
90 Minutes in Heaven,2015,159044207.10000002
Soapdish,1991,-14631770.749999996
Delta Force 2: The Colombian Connection,1990,-9307258.080000006
The Rescuers Down Under,1990,45567069.20999999
Anne of Avonlea,1987,-17311872.18
Superstar,1999,13920313.939999998
Zombie Hunter,2013,-25576272.69
Unexpected,2015,-5986066.752
Lesbian Vampire Killers,2009,1711281.5200000014
Assassin's Bullet,2012,-18046046.78
Ghost Team One,2013,-3620651.40637
Serving Sara,2002,613944.9339999999
Human Trafficking,2005,-38193640.81
Pontypool,2008,20128961.580000002
Ginger & Rosa,2012,-4671568.0815
La Belle verte,1996,1690420.9282600002
Gladiator,1992,958551391.1
One in the Chamber,2012,1048582021.4
Death Wish 5: The Face of Death,1994,6301942.170000002
My Blueberry Nights,2007,-5824295.955
Scooby-Doo on Zombie Island,1998,551480397.7
Marvel Studios: Assembling a Universe,2014,167391933.5
Bridgend,2015,522654908.6
The Hustler,1961,316405989.38
Fiddler on the Roof,1971,450376324.3000001
Gimme Shelter,1970,380801919.2
Populaire,2012,412564865.9
Lightning Jack,1994,81344377.4
Song for Marion,2012,196672765.4
The Toxic Avenger Part III: The Last Temptation of Toxie,1989,312234380.0
You Kill Me,2007,317174191.7
Inside Deep Throat,2005,158043215.88
The Blood of Heroes,1989,156046088.17000002
Nuns on the Run,1990,322910641.8
The Joneses,2009,62117799.97
Lone Wolf McQuade,1983,37292287.720000006
The Five People You Meet In Heaven,2004,33220955.929999992
Psycho IV: The Beginning,1990,99737792.8
Arlen Faber,2009,152427046.3
Backcountry,2015,64637699.31
Pocketful of Miracles,1961,40369388.54999999
Little Big Man,1970,62151151.11999999
V/H/S: Viral,2014,118494621.55000001
Adult World,2013,316893667.3
Comet,2014,73736869.45
The One I Love,2014,237611983.22
A Film with Me in It,2008,68884805.0
Faster Pussycat! Kill! Kill!,1965,14516980.189999998
Clockwise,1986,60978739.96
Chun sing gai bei,2010,41101101.900000006
Walter,2015,166729133.06
Thumbsucker,2005,48567239.92999999
Lake Placid 3,2010,62866926.499999985
The Land That Time Forgot,1975,55515992.900000006
Calendar Girls,2003,124466331.52999999
True Crime,1999,-14983515.91
The Canal,2014,-63875035.0
The Myth of the American Sleepover,2010,-8124964.519999996
The Big Red One,1980,130666238.73
The Big Chill,1983,63733453.230000004
The Detonator,2006,60611122.28
3 Women,1977,48715348.55
Mall,2014,-54625479.220000006
M. Butterfly,1993,55636861.0
September,1987,19078659.7
Summer in February,2013,73554973.72
Steel Dawn,1987,46178998.99999999
Dead End,2003,83684597.69
My Name Is Joe,1998,6157440.590000002
Dead Ringers,1988,111874578.65
Babysitter Wanted,2008,16800992.880000003
Blood Punch,2014,22500390.07
Material Girls,2006,-49269497.260000005
Class of Nuke 'Em High,1986,2851067.3999999985
Operation Dumbo Drop,1995,61599148.870000005
Man-Thing,2005,22522284.699999996
The Lucky Ones,2008,2598991.6400000006
Envy,2004,-28693673.11
Emergo,2011,-8391629.729999997
The Crossing Guard,1995,-7857375.699999999
The Heart is Deceitful Above All Things,2004,-4482641.370000005
Espion(s),2009,10126193.050000004
Mr. 3000,2004,22630185.25999999
The Normal Heart,2014,-23750695.299999997
The Survivalist,2015,4838668.280000001
Read It and Weep,2006,-1386696.2585
The Million Dollar Hotel,2000,3780525.6599999964
Drop Dead Gorgeous,1999,50379545.873
Brotherhood,2010,16363638.489999995
Six Shooter,2004,36893658.67
Welcome Home Roxy Carmichael,1990,8630837.669999998
The Entitled,2011,42438127.26
Picture Perfect,1997,31716025.730000004
Desperate Hours,1990,23589690.57
Cherrybomb,2009,15308340.610000001
Madea's Witness Protection,2012,-42711015.18000001
The Buddy Holly Story,1978,-53298590.19
Ernest Saves Christmas,1988,480865.32229999994
Feast III: The Happy Finish,2009,2487605.995
Foolproof,2003,-17227494.160000004
Young Sherlock Holmes,1985,-3261511.3099999987
Fail Safe,2000,-15093970.550000004
Dungeons & Dragons,2000,-75617174.43
Tom and Huck,1995,-4403222.699999999
My One and Only,2009,208471141.97
Henry Poole Is Here,2008,-6520350.2794
Albert Nobbs,2011,96103209.58
Texas Rangers,2001,139077100.62
Ãšltima Parada 174,2008,-6896333.4499999955
The Firm,2009,-9073723.900000006
Breakin' All the Rules,2004,77303885.83000001
The Last Supper,1995,-3694464.3499999996
Devil's Due,2014,-1333793.9919
The Distinguished Gentleman,1992,-11351024.970000003
The Boy in the Plastic Bubble,1976,-26256665.27
Loverboy,1989,325965382.6
C.R.A.Z.Y.,2005,-25554247.85
The Final Cut,2004,-17617803.23
My Mom's New Boyfriend,2008,-5793897.902
Ernest Goes to Jail,1990,6517504.3100000005
Naam yi boon sik,2007,2804040.5700000003
Sweet and Lowdown,1999,-85699852.847
3 Ninjas Knuckle Up,1995,4848283.7428
Dragonfly,2002,15982747.840000002
Mystery Train,1989,-48342388.7
BloodRayne II: Deliverance,2007,6296469.439999998
Contracted,2013,11099924.543
Black Sunday,1977,-15943072.990000002
Every Secret Thing,2014,-4129187.0439999998
Reeker,2005,1191085.4542999999
Joe Strummer: The Future Is Unwritten,2007,339620789.0
The Magic Roundabout,2005,-4894872.17
Shottas,2002,-3304503.789000001
Wild Bill,2011,3976882.7530000005
Playback,2012,-18271381.0655
Transit,2012,586262.233
The Smurfs: The Legend of Smurfy Hollow,2013,16479341.720000003
World's Greatest Dad,2009,449078376.09999996
Charlotte Gray,2001,38904414.19
Lying to Be Perfect,2010,281295906.9
æ±äº¬æ®‹é…·è­¦å¯Ÿ,2008,430073503.2
Blackfish,2013,93145753.26
Lap Dance,2014,533600434.40000004
Career Opportunities,1991,53669522.10999999
The Manhattan Project,1986,327994693.43
Curly Sue,1991,87789103.4
Psycho II,1983,385094256.5
Nina Forever,2015,49775340.80000001
Hamlet,2000,287129284.1
Sanitarium,2013,217935894.5
The Wiz,1978,227723090.24999997
Some Kind Of Hate,2015,133333394.9
The Return of Swamp Thing,1989,38371581.260000005
Dog Day Afternoon,1975,87268387.54999998
Sound City,2013,83621828.44
The Greatest Movie Ever Sold,2011,83152863.50999999
In Cold Blood,1967,132960672.028
Let Us Prey,2014,186401110.39999998
The Dead Room,2015,258667118.65000004
Mambo Italiano,2003,348792622.10999995
Third Star,2010,56983145.150000006
These Final Hours,2014,38226394.54000001
Free Willy 3: The Rescue,1997,3520614.990000002
L'Heure d'Ã©tÃ©,2008,-23511591.42
Xi yan,1993,211470783.04999998
Persuasion,2007,46987345.440000005
Sat sau ji wong,1998,3659720.9699999997
The Real McCoy,1993,19890170.690000005
The Conspiracy,2012,120568047.19999999
Cougars Inc.,2011,182294701.17
Vanishing on 7th Street,2010,34527434.980000004
Unrest,2006,34483513.64
2:37,2006,131383224.07000001
RocketMan,1997,135121831.26999998
Senseless,1998,2543527.5299999993
It's the Great Pumpkin Charlie Brown,1966,-51336207.849999994
All I Want For Christmas,1991,201993504.70999998
Cat Run,2011,76206374.97
Agent Cody Banks 2: Destination London,2004,81986188.04
Capturing the Friedmans,2003,17836328.39999999
A Rage in Harlem,1991,25334934.259999998
Europa Europa,1990,124439791.07000001
Now and Then,1995,2446862.579999998
Howl,2010,219218111.42000002
Citizen X,1995,80895972.57
Driving Lessons,2006,82399718.58000001
The Train,1964,-15975935.130000003
Vanishing Point,1971,79079852.6
Call Me Crazy: A Five Film,2013,161452678.94
Freakonomics,2010,21686892.310000002
Agent Cody Banks,2003,-58928209.03999999
Captain Clegg,1962,-36881245.36
é»‘ç¤¾ä¼š2ï¼šä»¥å’Œä¸ºè´µ,2006,90104082.93
I Love Trouble,1994,77492642.84
Catch That Kid,2004,-55953658.519999996
The Limey,1999,-29798037.810000002
What Ever Happened to Baby Jane?,1962,-57531771.21999999
Wet Hot American Summer,2001,131766397.73000002
Addicted to Love,1997,8909636.380000003
Valentine,2001,260548006.90000004
Road Trip: Beer Pong,2009,-48429805.379999995
Doctor Who,1996,154277782.93
Gabriel,2007,178121535.42000002
DC Showcase: Catwoman,2011,-12448955.759999998
Music of the Heart,1999,19696582.479999997
The Beautician and the Beast,1997,61829660.410000004
The Friends of Eddie Coyle,1973,6331887.309999995
Heist,2001,-20122483.3716
The Girlfriend Experience,2009,-31327355.2541
Krrish,2006,31118320.82
Hercules and the Amazon Women,1994,21292586.67
Saturday Night and Sunday Morning,1960,70234070.29999998
Looking for Eric,2009,13929213.260000005
Revenge of the Green Dragons,2014,46915823.980000004
Woody Allen: A Documentary,2011,5859604.670000002
The Little Rascals,1994,124871307.99999999
Night Owls,2015,-95189608.25999999
Elizabeth I,2005,2253108.5
Leprechaun 2,1994,-6455411.579999998
Nomad,2005,5951572.939999998
Damage,2009,-12410796.049999997
Johnson Family Vacation,2004,-11594666.989999998
Before I Disappear,2014,9786054.880000003
Say Anything...,1989,-11258831.120000001
Spanking the Monkey,1994,-8153811.941
Sergeant Rutledge,1960,-806916.7899999991
Bug,1975,-25091273.07
The Joy Luck Club,1993,-13042808.77
Eve's Bayou,1997,-546089.7409999999
Jury Duty,1995,-1011862.3699999973
The House That Dripped Blood,1971,15967937.23
Monster Brawl,2011,20679160.58
Rad,1986,943207.8119999999
Rise of the Footsoldier,2007,-725342.25
I Declare War,2013,-10596536.282000002
Nice Dreams,1981,-14723925.519999998
The Boxer,1997,104215482.61999999
The French Lieutenant's Woman,1981,-10692585.809999999
Le procÃ¨s,1962,353317.02999999933
Vacancy 2: The First Cut,2008,-51747255.19
å¤ªæžå¼ ä¸‰ä¸°,1993,-4142183.330000001
Mr. Baseball,1992,-5017164.590000004
Stranger Than Paradise,1984,-12387505.145999998
Buena Vista Social Club,1999,49552563.16
The Misfits,1961,524298420.36
The Newton Boys,1998,446775287.1
Lady Chatterley's Lover,2015,1059439452.6
Babam ve oÄŸlum,2005,439691854.2
Away from Her,2006,294013269.3
Ten Thousand Saints,2015,828376877.84
The Shooting,1966,296935598.9
Scooby-Doo and the Ghoul School,1988,85614946.56
Excess Baggage,1997,138853201.60000002
Felony,2014,293860115.39
Home for the Holidays,1995,191651091.32
The Little Girl Who Lives Down the Lane,1976,517095744.50000006
Hatchet III,2013,49060899.88000001
Biker Boyz,2003,421370599.24
The Art of Getting By,2011,363838260.76
Dragon Age: Dawn of the Seeker,2012,12489158.747
Alice Sweet Alice,1976,-38892075.28
Make It Happen,2008,59802660.300000004
Another Gay Sequel: Gays Gone Wild!,2008,127097522.16999999
Appleseed Alpha,2014,12911968.419999998
Pusher,2012,126828446.39999999
Johnny Dangerously,1984,218789027.9
Cannonball Run II,1984,102752342.50000001
Buffalo '66,1998,68207780.99999997
Snow Flower and the Secret Fan,2011,-128681336.13
Super Size Me,2004,146599575.5
Gifted Hands: The Ben Carson Story,2009,84492936.38
I Melt with You,2011,-61316945.120000005
Breakin',1984,17866251.71000001
Red Road,2006,-10091519.809999999
Most Wanted,1997,93762377.60000001
Die FÃ¤lscher,2007,313462533.84000003
PokÃ©mon Ranger and the Temple of the Sea,2006,121960512.13
Tess,1979,141170298.44
Sugar & Spice,2001,-7814428.93071
The Fourth Protocol,1987,3701756.6500000004
Syrup,2013,5772107.51
Rhinestone,1984,-8247033.0
Oscar,1991,324612379.67884
Monkeybone,2001,26707162.64999999
A Christmas Kiss,2011,31359985.47
Michael Kohlhaas,2013,3356526.6899999976
The Beverly Hillbillies,1993,-36849705.42
Alligator,1980,262598481.65
Crimes of Passion,1984,74116869.14
Madonna: Truth or Dare,1991,27035724.439999998
The Frisco Kid,1979,14646868.0
Hallam Foe,2007,24725625.810000002
The Parallax View,1974,6889571.309999995
Boot Tracks,2012,50895995.60000001
New Jack City,1991,117429700.89999999
Two-Minute Warning,1976,27544739.17
Mischief,1985,11955693.530000001
Safe,1995,14991015.32
Cop and Â½,1993,-18442437.869999997
Boarding Gate,2007,-79838229.86
The Aristocrats,2005,116241621.54
Torment,2013,39101950.47
Savaged,2014,-38987370.385000005
In Love and War,1996,-50055548.349999994
Venom,2005,14235386.799999997
Mystery Alaska,1999,28735833.267000005
Love,2011,77974033.94
Resident Evil: Retribution,2012,43198743.91000001
Depeche Mode: 101,1989,-45248157.78000001
The Getaway,1972,11650610.920000002
Hogfather,2006,-15708634.149999999
Pariah,2011,28597675.819999997
Hangman,2015,99887514.36
Igor,2008,13887178.75999999
Family Guy Presents Stewie Griffin: The Untold Story,2005,-15896205.724
Extreme Movie,2008,-15934032.11
Grandma,2015,69063664.57
Effie Gray,2014,-4237790.240000002
Stake Land,2010,-6229370.149
The Lady,2011,-12886054.41
The Wisdom of Crocodiles,1998,-44942542.400000006
The Spanish Prisoner,1997,-76888572.5
Out to Sea,1997,-8711708.700000003
Lost in Austen,2008,-5689647.6499999985
Hey Arnold! The Movie,2002,-72523376.08
One Crazy Summer,1986,-5306590.000000002
Losin' It,1983,-15.708634149999998
The Front Page,1974,5936804.689999998
The Absent-Minded Professor,1961,63534967.620000005
Mermaids,1990,-27290832.659
Next of Kin,1989,59209549.34
Revenge,1990,-12932002.170000002
Meet the Feebles,1989,4450779.678
Drive Me Crazy,1999,9178363.813999997
Hulk vs. Thor,2009,748003.2599999998
The Cincinnati Kid,1965,-8910589.207
The Diary of Anne Frank,2009,-15892694.849999998
Summer Camp,2015,-25018430.800000004
The Future,2011,12885503.3
Super Hybrid,2010,-48094536.129999995
Big Buck Bunny,2008,24950076.0
Gallowwalkers,2012,1115902.0989999995
Semi-Pro,2008,-60216430.94
Charlie's Farm,2014,31940889.453
Robot Jox,1989,9132367.620000005
Already Tomorrow in Hong Kong,2015,-2095808.0070000002
Everything or Nothing: The Untold Story of 007,2012,-24176568.45
The Two Jakes,1990,-20376525.490000002
The Haunting of Molly Hartley,2008,318949.4169999999
Nil by Mouth,1997,-48912633.9433
Jacknife,1989,100561.43899999978
Riddick: Blindsided,2013,18981266.27
Mean Guns,1997,-17017687.0
Restoration,1995,382472.5159999989
Botched,2007,2093954.3880000003
How to Kill Your Neighbor's Dog,2002,32007305.56
Millennium,1989,129.596231853
Khartoum,1966,11783521.669999998
Free Samples,2012,33477429.510000005
The Wizards Return: Alex vs. Alex,2013,273047992.66
The Wings of the Dove,1997,553537804.5
Lovely & Amazing,2001,286695232.7
Rois et reine,2004,115287317.58999999
Python,2000,17041120.619999997
Nighthawks,1981,550917717.9599999
Baby's Day Out,1994,282771250.21999997
Stakeout,1987,325593157.59999996
Permanent Midnight,1998,198799188.26000002
Fat Albert,2004,149497986.95999998
Under the Sea 3D,2009,-17910559.809999995
Omen IV: The Awakening,1991,267961.799999997
Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,63139226.14
Justice League: Doom,2012,464026025.90999997
Below,2002,164801825.14
The Rookie,1990,5183739.830000002
Against the Ropes,2004,-18078896.77000001
Those People,2015,214900557.7
The Wood,1999,87571784.39999999
Go Figure,2005,75124205.69999999
Superman: Doomsday,2007,-7293542.420000002
Victor/Victoria,1982,70817731.89999999
Jodorowsky's Dune,2013,194560586.40000004
The Warrior's Way,2010,-33439561.509999998
Non ti muovere,2004,333105292.8
Tom Jones,1963,-37879018.31
Into the Storm,2009,-82803349.56
Frequently Asked Questions About Time Travel,2009,125743374.06
Nachts wenn Dracula erwacht,1970,-10460410.7
The Pool Boys,2011,353576715.46999997
The Lion Guard: Return of the Roar,2015,207728753.6
Mansfield Park,1999,218033186.31
Sleepwalkers,1992,91014616.55999999
What's New Pussycat?,1965,4228658.7078599995
The River Murders,2011,192206926.0
Let's Go to Prison,2006,61703297.010000005
De helaasheid der dingen,2009,19640776.6
Children of the Corn,2009,298916888.0
The Truth About Love,2005,64209382.56
Show Me a Hero,2015,248572571.90999997
The Pit and the Pendulum,1961,56674685.66000001
The Raven,1963,69761677.53
Welcome to Collinwood,2002,39790511.57999999
Attila,2001,140868679.36
The Inevitable Defeat of Mister & Pete,2013,53114231.3
Return to Me,2000,203721524.95
Joshua,2007,78292098.63999999
How I Live Now,2013,14610173.47
Curve,2015,3354094.8100000024
Doctor Who: The Time of the Doctor,2013,-27915216.310000002
Eight Men Out,1988,3407871.509
All Hallows' Eve,2013,17833039.020000003
Pound of Flesh,2015,169731567.36
Shade,2003,34341117.42
Stardust Memories,1980,5025939.919999998
Bill Burr: Let It Go,2010,40791773.92
Cyberbully,2015,-80839769.12
Final Girl,2015,62434142.859999985
The Taming of the Shrew,1967,41323297.86
He Named Me Malala,2015,69560164.396
It's Alive,1974,-15352955.630000003
Cassadaga,2011,-2336398.84
Exists,2014,18737291.72
The Hill,1965,-18659000.42
King of the Hill,1993,-4591167.490000002
Abandon,2002,-67057915.400000006
Wilderness,2006,-17787469.090000004
The Driftless Area,2015,-257653.5240000002
Burke & Hare,2010,-14440517.559999999
Mozart and the Whale,2005,33821383.94
Ill Manors,2012,-21443154.027999997
Alien Autopsy,2006,20874757.86
Pure Luck,1991,50888260.56
Without Limits,1998,-30578206.82
Abandoned,2010,-45210058.99
Love Is the Devil: Study for a Portrait of Francis Bacon,1998,-11376554.180000002
At Middleton,2013,-26889803.189999998
House,2008,1176174.0920000002
The Good Doctor,2011,-1066298.460000001
I Sell The Dead,2008,65547077.92999999
Field of Dreams,1989,1170613.292
Get a Clue,2002,12654625.89
Suwingu gÃ¢ruzu,2004,-32402431.505
Le mari de la coiffeuse,1990,12039259.22
Lost Boys: The Thirst,2010,-4039388.175
Krabat,2008,-2508855.8783
Blue Like Jazz,2012,-841743.537
Staten Island Summer,2015,-6095455.539999999
The Truth About Charlie,2002,-4746641.146
The White Buffalo,1977,-627083.5443000001
Inhale,2010,42680363.15
Doctor Dolittle,1967,23640222.52
Hombre,1967,2234713670.8
Orange County,2002,227830234.59999996
If Looks Could Kill,1991,678402231.9
Employee of the Month,2004,-31879291.290000003
Bad Roomies,2015,236263663.6
Close Range,2015,153787383.29999998
Birdman of Alcatraz,1962,302951687.09999996
The Witches of Oz,2011,293337003.49
After School Special,2003,37592892.54
American Movie,1999,124978349.52
Fire in the Sky,1993,80724667.95
Oorlogswinter,2008,-45273078.370000005
Crossworlds,1996,117920262.48
Cougar Club,2007,63959728.43
Suburbia,1984,69531418.13000001
Body Bags,1993,22026587.800000012
Eye of the Beholder,1999,345524548.376
East Is East,1999,202427207.20000002
The Last Exorcism Part II,2013,225064470.5
Bright Lights Big City,1988,9448087.46
Quigley Down Under,1990,147509954.44
Tupac: Resurrection,2003,130337013.60000001
Night Train,2009,124823168.55
JÃ¤garna,1996,15990805.9397
My Brother the Devil,2012,84398096.80000001
Relative Strangers,2006,6124028.799999982
Tekkon kinkurÃ®to,2006,123914593.56
Fever Pitch,1997,201545657.48999998
A Charlie Brown Thanksgiving,1973,184750603.64999998
Les 7 jours du talion,2010,29039617.46
Cocaine Cowboys,2006,110198748.19999999
Perfect Sisters,2014,-82784495.896
Ms .45,1981,8037695.919999994
The Second Renaissance Part I,2003,134936244.04000002
InAPPropriate Comedy,2013,133098173.89999999
Mouth to Mouth,2005,68009012.07000001
Across 110th Street,1972,84201220.6
Queen of Earth,2015,312658349.3
Dennis the Menace Strikes Again!,1998,66913018.46
Tin Toy,1988,358875345.65
Saving Face,2004,19234635.299999997
Futurama: Into the Wild Green Yonder,2009,83487822.42
Out for a Kill,2003,354950202.2
Damien: Omen II,1978,38174900.4
See You In Valhalla,2015,-15384290.09
Our Man Flint,1966,-53602775.33
A Simple Wish,1997,316810158.52
Grind,2003,69020036.6
NYC: Tornado Terror,2008,45546285.120000005
White Hunter Black Heart,1990,92796.43000000715
Something from Nothing: The Art of Rap,2012,15486936.699999996
Joan of Arc,1999,-16733381.105000002
The Terminators,2009,-6139575.0
Time Travel Mater,2012,-19404138.548
Return to Halloweentown,2006,64988798.86
Aurora,2012,342084.76110000006
Rio Lobo,1970,-30314328.700000003
Barbie in the 12 Dancing Princesses,2006,-84732286.2
While She Was Out,2008,-2487128.9199999943
2010: Moby Dick,2010,-35378914.650000006
The Onion Movie,2008,-59772254.120000005
The Falcon and the Snowman,1985,114677673.39999999
Lake Placid: The Final Chapter,2012,-2358850.8780000005
3 Ninjas,1992,40566596.14
The Chaperone,2011,54338412.84
First Kid,1996,101884524.07
Red Faction: Origins,2011,-13532898.850000001
The Countess,2009,-31261482.559999995
Faces of Death,1978,27365502.577
Beaches,1988,-38625595.42600001
After the Ball,2015,14588191.585
We're Back! A Dinosaur's Story,1993,-8420069.89
She's Having a Baby,1988,-59139092.06999999
The Delta Force,1986,-4603516.380000003
The Loved Ones,2009,-19444418.259
The Ten,2007,17973515.46
Ghoul,2015,34412537.23
Carry On Cowboy,1966,-46470441.604
Hercules in the Underworld,1994,-17879758.6
Return to Oz,1985,-13441618.469999999
The Suite Life Movie,2011,10840158.8
Mandela: Long Walk to Freedom,2013,6208792.640000004
Gone Fishin',1997,51621492.239999995
Crimen Ferpecto,2004,448365.26299999934
Blue Hawaii,1961,-22916751.51
Exorcismus,2010,212021047.95999998
Hot Dog... The Movie,1984,-41457227.179000005
Music Box,1989,34580965.936
The Philadelphia Experiment,1984,102039.38899999997
Mockingbird,2014,-10867682.566
The River Wild,1994,1031498096.6
Gekijouban Trigun: Badlands Rumble,2010,525079800.5
ThÃ©rÃ¨se Desqueyroux,2012,17365308.504
Caravaggio,1986,74532265.05700001
Teeth,2007,361543408.9
Fedora,1978,43612512.969999984
Winnebago Man,2010,184619060.48999998
Ask the Dust,2006,193033.0
A Big Hand for the Little Lady,1966,208532510.9
La Fille de Monaco,2008,197821672.20000002
Perfect Creature,2007,370755920.6
Fort Bliss,2014,166876587.54999998
Little Odessa,1994,9504378.0
School Dance,2014,156074082.14
Justin Bieber: Never Say Never,2011,144582540.81
Six-String Samurai,1998,40601417.49
Belly,1998,97082156.06
Dot the I,2003,221109333.15
Jeff Dunham: Spark of Insanity,2007,34000198.56999999
Madly Madagascar,2013,310786555.45
Jesus Henry Christ,2012,-3531962.3999999985
Smart House,1999,81004280.07999998
Double Double Toil and Trouble,1993,103945595.0
The Towering Inferno,1974,110122500.4
Two of a Kind,1983,38092699.09
Over the Edge,1979,14193187.019999996
The Door in the Floor,2004,284961657.15000004
Finding Vivian Maier,2014,93101725.05999999
Crazy Heart,2009,559522649.6
Watership Down,1978,319044566.6
The 6th Man,1997,77609956.07000002
The Three Investigators and the Secret of Terror Castle,2009,169071604.89000002
A Dirty Shame,2004,-890828.6400000006
The Mighty Quinn,1989,139397236.75
My Science Project,1985,-10736136.450000003
The Triangle,2005,-21825867.57
This Is England,2006,-15225136.559999999
Cronos,1993,3491274.930999999
The Drawn Together Movie: The Movie!,2010,5986164.841200001
Junebug,2005,88014264.45
Alex of Venice,2015,-50567161.16
The Powerpuff Girls,2002,18936104.67
The Little Shop of Horrors,1960,100952233.13000001
Gone in 60 Seconds,1974,76268427.50999999
Return to Nim's Island,2013,45308395.26
John Mayer: Where the Light Is Live in Los Angeles,2008,13581675.170000002
NEDs,2010,17620997.164
Zardoz,1974,-2747855.1400000006
Snow White,2001,11251317.399999999
Indie Game: The Movie,2012,-3319901.5199999996
Les MisÃ©rables in Concert - The 25th Anniversary,2010,-20853244.128916305
Volunteers,1985,119624228.55999999
Smiley Face,2007,10708058.237
Return to Paradise,1998,68320.81099999975
An American Werewolf in Paris,1997,-27433145.520000003
Dinosaur 13,2014,37122238.84
More Than Honey,2012,-10853100.939999998
Jeff Dunham: Jeff Dunham's Very Special Christmas Special,2008,8317081.464000001
Simon Says,2006,6836094.690000001
The Broken Hearts Club: A Romantic Comedy,2000,-8952899.874200001
Montevideo Bog te video!,2010,-12621410.759999998
Goats,2012,22565522.656
Futuresport,1998,12309796.459999993
Girl Most Likely,2012,125675593.19
Ricky,2009,1541882.4339999994
Out of Reach,2004,32635916.281000003
The Stepfather,1987,12396968.605
Amistad,1997,-48130134.849999994
Just One of the Guys,1985,34755418.45
Modigliani,2004,-9168479.3937
Fatherland,1994,11497040.995000001
Billy Bathgate,1991,-3861244.9698
Buying the Cow,2002,-38174852.57000001
A Glimpse Inside the Mind of Charles Swan III,2012,-38509003.67
The Naked Kiss,1964,-38507767.760000005
Titanic,1996,-7576653.43
I Hate Valentine's Day,2009,-28666093.99
Containment,2015,-15431405.799999997
An Invisible Sign,2010,51438019.345
Outsourced,2006,-689785.23
Young Einstein,1988,13384699.519999996
The Curse of the Werewolf,1961,-20747063.544999998
The Hamiltons,2006,-3957731.5723
Ladder 49,2004,-11651387.03
WikiRebels: The Documentary,2010,-8202278.760000001
I Think I Love My Wife,2007,-20755935.909999996
A Soldier's Story,1984,421150518.78999996
Missing in Action 2: The Beginning,1985,475021952.49
The Brain That Wouldn't Die,1962,24815209.226999998
The Lodger,2009,197473427.70000002
Lucas,1986,420981915.10999995
Arn: Tempelriddaren,2007,283041309.74
The King of Kong,2007,395092336.0
A Christmas Melody,2015,111615415.65
Iron Man & Captain America: Heroes United,2014,199390923.22000003
Ghajini,2008,433923435.01
Donovan's Reef,1963,175160395.62
The Marine 3: Homefront,2013,416525510.81
Funny Girl,1968,182357864.17
XIII,2008,4343563.982999999
Il fantasma dell'opera,1998,33618392.900000006
Robin and Marian,1976,338465368.2
Affliction,1997,91742684.41
To Sir with Love,1967,320729629.99
Edge of Seventeen,1998,340467362.34
The Russia House,1990,429290.06099999975
Klute,1971,127668316.80000001
Support Your Local Sheriff,1969,260987654.79000002
Save the Date,2012,226116543.39
Bunraku,2011,66110669.258
Battlestar Galactica,1978,1551568264.92
Mishima: A Life in Four Chapters,1985,-9908415.25
Dior and I,2015,26337581.97
In Their Skin,2012,236191121.06
Cheerleader Camp,2010,1838096.9800000004
Girl Rising,2013,63426294.16999999
